# id	файл	заголовок	АДРЕС	ЦЕНА
I0090	KORPUS-2026-07-16_teorkat-programma-dizajn.md	Аналитик держал в голове вывод «NNO дорогой», подпираемый неверной ссылкой карточки (Part 	_studio/zhurnal/2026-07-16_teorkat-programma-dizajn/kod_shov-l4-l5.md#ЗАДАНИЕ, строка 64	ошибка ровно подпирала вывод «NNO дорогой», который был у аналитика в голове
I0091	KORPUS-2026-07-16_teorkat-programma-dizajn.md	Аналитик трижды за трое суток сочинял мотивацию вместо чтения картотеки, все три раза приб	_studio/zhurnal/2026-07-16_teorkat-programma-dizajn/kod_shov-l4-l5.md#ЗАДАНИЕ, строка 57	НЕ НАЗВАНА
I0092	KORPUS-2026-07-16_teorkat-programma-dizajn.md	STANDART-uzla.md не содержит рода «находка» (узаконен только 17.07), из-за чего карточка `	_studio/zhurnal/2026-07-16_teorkat-programma-dizajn/kod_shov-l4-l5.md#ЗАДАНИЕ, строка 77	НЕ НАЗВАНА
I0093	KORPUS-2026-07-16_teorkat-programma-dizajn.md	Механический гейт check_kartoteka.py читает лекцию зелёной по таблице родов, даже когда об	_studio/zhurnal/2026-07-16_teorkat-programma-dizajn/kod_shov-l4-l5.md#УРОКИ ФАБРИКЕ, строки 189–191	без враждебного верификатора на приёмку ушла бы гнилая рекомендация с зелёными числами
I0094	KORPUS-2026-07-16_teorkat-programma-dizajn.md	Пре-коммит-хук проверки цены уроков в UROKI-FABRIKE.md действует репо-глобально и блокируе	_studio/zhurnal/2026-07-16_teorkat-programma-dizajn/kod_shov-l4-l5.md#УРОКИ ФАБРИКЕ, строки 193–195	2 моих коммита заблокированы, каждый снят --no-verify; стоячий налог на все параллельные з
I0095	KORPUS-2026-07-16_teorkat-programma-dizajn.md	Параллельный запуск двух заходов в одной зоне/ветке уже приводил к тому, что авто-коммит о	_studio/zhurnal/2026-07-16_teorkat-programma-dizajn/kod_vneshnyaya-merka.md#ЗАДАНИЕ, строки 6–8	инцидент 2026-07-11: авто-коммит одной зоны утащил файлы другой
I0096	KORPUS-2026-07-16_teorkat-programma-dizajn.md	Заход целился в устаревшее 2-е издание Smith (2025), тогда как порядок глав между изданиям	_studio/zhurnal/2026-07-16_teorkat-programma-dizajn/kod_vneshnyaya-merka.md#ОТЧЁТ, строка 257	2-е изд. «significantly rearranged the order of some of the chapters», а измеряем именно п
I0097	KORPUS-2026-07-16_teorkat-programma-dizajn.md	Шапка VYCHITANO.md заявляла «Статус: ПУСТОЙ (2026-07-16)» при десятке реально записанных д	_studio/zhurnal/2026-07-16_teorkat-programma-dizajn/kod_vneshnyaya-merka.md#ОТЧЁТ, строка 319	НЕ НАЗВАНА (врало до исполнителя, не тронуто, оставлено на заметку аналитику)
I0098	KORPUS-2026-07-16_teorkat-programma-dizajn.md	Роутер SPEKA держит nno на Л8, а параллельный заход-предшественник вынес обоснованный верд	_studio/zhurnal/2026-07-16_teorkat-programma-dizajn/kod_vneshnyaya-merka.md#ВОПРОСЫ, строки 162–166	НЕ НАЗВАНА
I0099	KORPUS-2026-07-16_teorkat-programma-dizajn.md	SPEKA §Опоры зала утверждала, что курс Nottingham «держится на Haskell» — греп по всем 4 к	_studio/zhurnal/2026-07-16_teorkat-programma-dizajn/kod_vneshnyaya-merka.md#ОТЧЁТ, строки 269–272	НЕ НАЗВАНА
I0100	KORPUS-2026-07-16_teorkat-programma-dizajn.md	STANDART-uzla.md перечисляет роды карточек без «находка», но в KARTA-OBLASTI.md уже есть к	_studio/zhurnal/2026-07-16_teorkat-programma-dizajn/kod_zona-c-topos.md#ВОПРОСЫ, строка 117	НЕ НАЗВАНА
I0101	KORPUS-2026-07-16_teorkat-programma-dizajn.md	12. ⭐⭐⭐ Заход, получивший вывод аналитика как данность, не может его оспорить — и не оспор	_studio/zhurnal/2026-07-16_teorkat-programma-dizajn/UROKI-FABRIKE.md#УРОКИ ФАБРИКЕ, строки 213–279	полный прогон Opus (`kod_l4-motivaciya`) искал мотивацию для лекции, лекционность которой 
I0102	KORPUS-2026-07-16_teorkat-programma-dizajn.md	13. ⭐⭐⭐ Гейт на ОБЩЕМ файле краснит коммиты в чужих зонах — и учит обходить весь pre-commi	_studio/zhurnal/2026-07-16_teorkat-programma-dizajn/UROKI-FABRIKE.md#УРОКИ ФАБРИКЕ, строки 280–295	два захода из трёх обошли pre-commit целиком (`--no-verify`) той же ночью — и вместе с пок
I0103	KORPUS-2026-07-16_teorkat-programma-dizajn.md	14. ⭐⭐ Новый гейт возвращает RC=1 и на «есть что показать», и на «ты вызвал меня неправиль	_studio/zhurnal/2026-07-16_teorkat-programma-dizajn/UROKI-FABRIKE.md#УРОКИ ФАБРИКЕ, строки 296–307	near-miss, мой (ход 16, 01:50). Я перегонял `check_kurs.py --audit-donor` для приёмки, про
I0104	KORPUS-2026-07-16_teorkat-programma-dizajn.md	15. ⭐⭐⭐ Гейт, промахнувшийся мимо входа, отвечает ЗЕЛЁНЫМ. Охват печатается только у красн	_studio/zhurnal/2026-07-16_teorkat-programma-dizajn/UROKI-FABRIKE.md#УРОКИ ФАБРИКЕ, строки 308–322	near-miss, мой (ход 17, 02:25), **и он же — рецидив №14 в зеркале, той же ночью**. Я прого
I0105	KORPUS-2026-07-16_teorkat-programma-dizajn.md	16. ⭐⭐ Греп-ПОДСТРОКА раздувает присутствие: 19 вхождений «сечени» — это 18 «переСЕЧЕНИЙ» 	_studio/zhurnal/2026-07-16_teorkat-programma-dizajn/UROKI-FABRIKE.md#УРОКИ ФАБРИКЕ, строки 323–332	near-miss, мой (ход 17, 02:45), на **гейте исходящего текста** — том самом, что уже ловил 
I0106	KORPUS-2026-07-16_teorkat-programma-dizajn.md	17. ⭐⭐⭐ В ПОВТОРЯЮЩЕМСЯ прогоне лежалый файл прошлого хода неотличим от свежего — его писа	_studio/zhurnal/2026-07-16_teorkat-programma-dizajn/UROKI-FABRIKE.md#УРОКИ ФАБРИКЕ, строки 333–348	near-miss, мой (ход 18, 02:53), **третий рецидив семейства «ложное зелёное на инструменте 
I0107	KORPUS-2026-07-16_teorkat-programma-dizajn.md	18. ⭐⭐ Ложный ноль грепа по РЕГИСТРУ — четвёртая причина, и единственная, что живёт в НАШИ	_studio/zhurnal/2026-07-16_teorkat-programma-dizajn/UROKI-FABRIKE.md#УРОКИ ФАБРИКЕ, строки 349–364	near-miss, мой (ход 19, 03:55), на **аудите чужой ПРИЁМКИ** — и с направлением, которого у
I0108	KORPUS-2026-07-16_teorkat-programma-dizajn.md	19. ⭐⭐⭐ Делегируя поиск, аналитик задаёт ОБЛАСТЬ — и ложный ноль рождается в границе задан	_studio/zhurnal/2026-07-16_teorkat-programma-dizajn/UROKI-FABRIKE.md#УРОКИ ФАБРИКЕ, строки 365–378	near-miss, мой (ход 20, 05:23), **на консолидации — и он бы обвинил в фантоме ТЗ владельца
I0109	KORPUS-2026-07-18_teorkat-l1.md	Канал субагентов не упал, а деградировал по времени, и это спутали с отказом канала	_studio/zhurnal/2026-07-18_teorkat-l1/kod_dobrat-vshir.md#УРОКИ ФАБРИКЕ, строки 74–76	четыре цели §2B из шести не тронуты вовсе (8 обработанных кусков из 36 намеченных); часть 
I0110	KORPUS-2026-07-18_teorkat-l1.md	Инструкция «страховать ответ субагента файлом» появилась только после первого падения, три	_studio/zhurnal/2026-07-18_teorkat-l1/kod_dobrat-vshir.md#УРОКИ ФАБРИКЕ, строки 78–80	~40 минут работы четырёх выемщиков выброшены полностью, повторить их не удалось
I0111	KORPUS-2026-07-18_teorkat-l1.md	PLAN.md арки правится аналитиком параллельно, а контракт зоны отдаёт исполнителю всю папку	_studio/zhurnal/2026-07-18_teorkat-l1/kod_dobrat-vshir.md#УРОКИ ФАБРИКЕ, строки 82–84	коммит папкой утащил бы чужую незаконченную правку аналитика; поймано только потому что ис
I0112	KORPUS-2026-07-18_teorkat-l1.md	Критерий готовности требует пункт «приёмы из Smith», но сам заход ставит Smith шестым (пос	_studio/zhurnal/2026-07-18_teorkat-l1/kod_dobrat-vshir.md#УРОКИ ФАБРИКЕ, строки 86–88	при любом недоборе бюджета обязательный пункт отчёта оказывается непокрытым по построению
I0113	KORPUS-2026-07-18_teorkat-l1.md	Контракт зоны предписал невыполнимый первый ход: `git checkout main`, а `main` не содержит	_studio/zhurnal/2026-07-18_teorkat-l1/kod_obogatit-vvedenie.md#УРОКИ ФАБРИКЕ, строки 62–63	слепой `git checkout main` уронил бы заход либо увёл в пустое дерево; стоило ~5 разведочны
I0114	KORPUS-2026-07-18_teorkat-l1.md	Сталый `HEAD.lock` (от 18.07) блокировал все коммиты репозитория	_studio/zhurnal/2026-07-18_teorkat-l1/kod_obogatit-vvedenie.md#УРОКИ ФАБРИКЕ, строки 65–66	первый коммит точки отката упал (`fatal: cannot lock ref 'HEAD'`); снят вручную после пров
